latency,packet_loss,jitter,dns_error,route_change,label
144.83570765056163,0.016748258225906976,16.907909229501364,0,0,normal
113.08678494144077,0.010456784033440025,12.47843594409417,1,1,dns_failure
152.38442690503462,0.06364302495436368,23.191745104191803,0,1,routing_issue
196.15149282040127,0.07064757264869012,33.40450446023144,1,0,dns_failure
108.2923312638332,0.003158614482564204,1.2482753035425542,0,1,routing_issue
108.29315215254097,0.09362122462436899,21.15026079147417,0,0,packet_drop
198.96064077536957,0.005197128365147241,18.398672044333598,1,0,dns_failure
158.37173645764543,0.05412963353010705,26.713400764504655,1,0,dns_failure
96.5262807032524,0.07090605194509164,22.13196628237689,0,0,packet_drop
147.12800217929822,0.08709691237460856,12.48030668261181,1,0,dns_failure
96.82911535937689,0.07140869321324278,16.809460643333818,1,0,dns_failure
96.71351232148716,0.08017280830697919,12.03974143196511,1,0,dns_failure
132.0981135783017,0.03394501925428061,30.760071385985984,0,0,normal
24.335987767110105,0.08148251137465123,20.21311648671942,1,1,dns_failure
33.75410837434836,0.008011484638467514,39.01190685753007,1,1,dns_failure
91.88562353795136,0.08948166560605277,19.393391861853793,1,0,dns_failure
69.3584439832788,0.05475923761537363,12.915932330895373,0,1,routing_issue
135.7123666297637,0.08172977699624938,4.862856073871729,1,1,dns_failure
74.59879622393944,0.04523182845183002,1.9686032374405493,0,1,routing_issue
49.38481493323542,0.0643577695196525,4.158640569945103,1,1,dns_failure
193.2824384460777,0.052640266093611325,22.671266510114833,0,1,routing_issue
108.71118497567322,0.07315895217553318,25.08725023229934,1,1,dns_failure
123.37641023439619,0.008162998203058958,4.188092979678666,1,0,dns_failure
48.76259068932716,0.00603520839905638,28.950383140761154,0,1,routing_issue
92.78086377374086,0.024710323401014644,15.169389483165606,0,1,routing_issue
125.54612948549331,0.015954468011318834,21.467930119855495,0,1,routing_issue
62.45032112888486,0.08717835665922018,36.122206282554245,1,1,dns_failure
138.7849009172836,0.021921398735804433,28.968393158655317,1,0,dns_failure
89.96806550405975,0.09758652558191314,17.314693520941677,1,0,dns_failure
105.41531251033616,0.033689579177110685,11.088077745847126,1,0,dns_failure
89.91466938853016,0.01821179156886993,-1.5181540132930493,0,0,normal
212.6139092254469,0.07896985071424792,12.8084668075758,1,1,dns_failure
119.32513876310331,0.06587077755008762,17.888697611723057,1,0,dns_failure
67.114453552205,0.0498195716453139,10.128204728488162,1,0,dns_failure
161.12724560515946,0.055536355093763125,18.687430329076953,1,0,dns_failure
58.957817501448886,0.07192017782722639,20.76851882958768,1,0,dns_failure
130.44317975023776,0.022845474133129873,17.751440181919214,1,1,dns_failure
22.016493806011223,0.09963339160567419,13.499974191765403,1,0,dns_failure
53.59069755507848,0.09747931621467831,21.686546719667277,0,1,routing_issue
129.84306179345617,0.06503256863469369,24.41940649569409,1,0,dns_failure
156.92332899977052,0.019954245092914515,9.096009225571539,1,1,dns_failure
128.56841405949854,0.06802282424312914,34.1093237974627,1,1,dns_failure
114.21758588058798,0.007219840897917585,19.014118677157384,1,0,dns_failure
104.94481522053556,0.0030652502205806066,20.188496229448475,0,0,normal
46.073900481628634,0.025768288851121368,27.082144232565575,0,0,normal
84.00778958026457,0.046262295673931635,22.33216131263502,0,0,normal
96.96806145201063,0.08682725054083806,29.53136633913245,0,1,routing_issue
172.85611131094578,0.0727169069766308,22.87124165201824,0,1,routing_issue
137.18091447842306,0.0742706521199981,13.875626253595621,0,0,packet_drop
31.8479922318633,0.04254933344480754,23.615035252061016,1,0,dns_failure
136.20419846973974,0.03459349925469629,8.562737926793382,0,1,routing_issue
100.74588597918418,0.03710387629846027,21.08559705776523,0,0,normal
86.15389998470206,0.09876495637360579,19.667700093555393,1,1,dns_failure
150.5838144420434,0.004010919141248248,17.918831427274604,0,0,normal
171.54997612479755,0.08670314961224486,18.714624885610693,1,1,dns_failure
166.56400595580993,0.057867540857239344,1.181509545023609,1,1,dns_failure
78.03912383886808,0.04386154191895905,14.512750922590385,0,1,routing_issue
104.53938120743928,0.07252576604151366,20.928449011411146,1,1,dns_failure
136.56317157017818,0.04866689414247029,21.598563919974005,0,1,routing_issue
168.77725635611796,0.08734232380816606,9.723248590740418,0,0,packet_drop
96.0412881077355,0.09007018640112585,32.657078408647,1,1,dns_failure
110.71705116680914,0.04217209268734554,11.338251517854994,1,0,dns_failure
64.68325129969858,0.02768277972350516,29.694572005267368,0,1,routing_issue
60.18966879596646,0.05923503285933623,24.271943618716847,1,1,dns_failure
160.6262911197099,0.0912363345616691,13.537726901561971,1,0,dns_failure
187.81200142854115,0.02106621890056666,37.753108926095116,0,0,normal
116.3994939209833,0.06229665835634828,8.063631682435199,0,0,normal
170.1766448946012,0.06315602200925206,29.191541736100014,1,0,dns_failure
